"Kod";"Nazwa";"ogółem;ogółem;2024;[osoba]";
2006055;"Stawiski - obszar wiejski (5)";3522;
2006062;"Turośl (2)";4758;
2007000;"Powiat łomżyński";49496;
2007013;"Jedwabne (3)";4808;
2007014;"Jedwabne - miasto (4)";1671;
2007015;"Jedwabne - obszar wiejski (5)";3137;
2007022;"Łomża (2)";12240;
2007032;"Miastkowo (2)";3957;
2007043;"Nowogród (3)";3841;
2007044;"Nowogród - miasto (4)";2066;
2007045;"Nowogród - obszar wiejski (5)";1775;
2007052;"Piątnica (2)";10237;
2007062;"Przytuły (2)";1908;
2007072;"Śniadowo (2)";4975;
2007082;"Wizna (2)";3585;
2007092;"Zbójna (2)";3945;
2008000;"Powiat moniecki";36975;
2008013;"Goniądz (3)";4548;
2008014;"Goniądz - miasto (4)";1697;
2008015;"Goniądz - obszar wiejski (5)";2851;
2008022;"Jasionówka (2)";2413;
2008032;"Jaświły (2)";4196;
2008043;"Knyszyn (3)";4435;
2008044;"Knyszyn - miasto (4)";2637;
2008045;"Knyszyn - obszar wiejski (5)";1798;
2008052;"Krypno (2)";3673;
2008063;"Mońki (3)";13822;
2008064;"Mońki - miasto (4)";9330;
2008065;"Mońki - obszar wiejski (5)";4492;
2008072;"Trzcianne (2)";3888;
2009000;"Powiat sejneński";18434;
2009011;"Sejny (1)";4818;
2009022;"Giby (2)";2408;
2009032;"Krasnopol (2)";3520;
2009042;"Puńsk (2)";3910;
2009052;"Sejny (2)";3778;
2010000;"Powiat siemiatycki";40212;
2010011;"Siemiatycze (1)";13297;
2010023;"Drohiczyn (3)";5607;
2010024;"Drohiczyn - miasto (4)";1735;
2010025;"Drohiczyn - obszar wiejski (5)";3872;
2010032;"Dziadkowice (2)";2467;
2010042;"Grodzisk (2)";3712;
2010052;"Mielnik (2)";1994;
2010062;"Milejczyce (2)";1581;
2010072;"Nurzec-Stacja (2)";3404;
2010082;"Perlejewo (2)";2475;
2010092;"Siemiatycze (2)";5675;
2011000;"Powiat sokólski";60592;
2011013;"Dąbrowa Białostocka (3)";9937;
2011014;"Dąbrowa Białostocka - miasto (4)";4956;
2011015;"Dąbrowa Białostocka - obszar wiejski (5)";4981;
2011022;"Janów (2)";3664;
2011032;"Korycin (2)";3053;
2011043;"Krynki (3)";2664;
2011044;"Krynki - miasto (4)";2105;
2011045;"Krynki - obszar wiejski (5)";559;
2011052;"Kuźnica (2)";3585;
2011062;"Nowy Dwór (2)";2143;
2011072;"Sidra (2)";3010;
2011083;"Sokółka (3)";23667;
2011084;"Sokółka - miasto (4)";16937;
2011085;"Sokółka - obszar wiejski (5)";6730;
2011093;"Suchowola (3)";6184;
2011094;"Suchowola - miasto (4)";2003;
2011095;"Suchowola - obszar wiejski (5)";4181;
2011102;"Szudziałowo (2)";2685;
2012000;"Powiat suwalski";34585;
2012012;"Bakałarzewo (2)";2996;
2012022;"Filipów (2)";4011;
2012032;"Jeleniewo (2)";3096;
2012042;"Przerośl (2)";2705;
2012052;"Raczki (2)";5614;
2012062;"Rutka-Tartak (2)";2176;
2012072;"Suwałki (2)";8198;
2012082;"Szypliszki (2)";3855;
2012092;"Wiżajny (2)";1934;
2013000;"Powiat wysokomazowiecki";52834;
2013011;"Wysokie Mazowieckie (1)";8993;
2013023;"Ciechanowiec (3)";7870;
2013024;"Ciechanowiec - miasto (4)";4334;
2013025;"Ciechanowiec - obszar wiejski (5)";3536;
2013033;"Czyżew (3)";5911;
2013034;"Czyżew - miasto (4)";2457;
2013035;"Czyżew - obszar wiejski (5)";3454;
2013042;"Klukowo (2)";3876;
2013052;"Kobylin-Borzymy (2)";2879;
2013062;"Kulesze Kościelne (2)";2895;
2013072;"Nowe Piekuty (2)";3550;
2013082;"Sokoły (2)";5124;
2013093;"Szepietowo (3)";6285;
2013094;"Szepietowo - miasto (4)";1963;
2013095;"Szepietowo - obszar wiejski (5)";4322;
2013102;"Wysokie Mazowieckie (2)";5451;
2014000;"Powiat zambrowski";41109;
2014011;"Zambrów (1)";20668;
2014022;"Kołaki Kościelne (2)";2137;
2014032;"Rutki (2)";5028;
2014042;"Szumowo (2)";4522;
2014052;"Zambrów (2)";8754;
2061000;"Powiat m. Białystok";290386;
2061011;"Białystok (1)";290386;
2062000;"Powiat m. Łomża";59263;
2062011;"Łomża (1)";59263;
2063000;"Powiat m. Suwałki";68143;
2063011;"Suwałki (1)";68143;
2200000;"POMORSKIE";2359493;
2201000;"Powiat bytowski";76266;
2201012;"Borzytuchom (2)";3602;
2201023;"Bytów (3)";24841;
2201024;"Bytów - miasto (4)";16178;
2201025;"Bytów - obszar wiejski (5)";8663;
2201032;"Czarna Dąbrówka (2)";5668;
2201042;"Kołczygłowy (2)";4073;
2201052;"Lipnica (2)";5187;
2201063;"Miastko (3)";17682;
2201064;"Miastko - miasto (4)";9235;
2201065;"Miastko - obszar wiejski (5)";8447;
2201072;"Parchowo (2)";3860;
2201082;"Studzienice (2)";3683;
2201092;"Trzebielino (2)";3505;
2201102;"Tuchomie (2)";4165;
2202000;"Powiat chojnicki";95536;
2202011;"Chojnice (1)";38360;
2202023;"Brusy (3)";14230;
2202024;"Brusy - miasto (4)";5049;
2202025;"Brusy - obszar wiejski (5)";9181;
2202032;"Chojnice (2)";19544;
2202043;"Czersk (3)";21165;
2202044;"Czersk - miasto (4)";9775;
2202045;"Czersk - obszar wiejski (5)";11390;
2202052;"Konarzyny (2)";2237;
2203000;"Powiat człuchowski";52747;
2203011;"Człuchów (1)";12896;
2203023;"Czarne (3)";8427;
2203024;"Czarne - miasto (4)";5520;
2203025;"Czarne - obszar wiejski (5)";2907;
2203032;"Człuchów (2)";10829;
2203043;"Debrzno (3)";8439;
2203044;"Debrzno - miasto (4)";4795;
2203045;"Debrzno - obszar wiejski (5)";3644;
2203052;"Koczała (2)";3089;
2203062;"Przechlewo (2)";5763;
2203072;"Rzeczenica (2)";3304;
2204000;"Powiat gdański";133490;
2204011;"Pruszcz Gdański (1)";32263;
2204022;"Cedry Wielkie (2)";6811;
2204032;"Kolbudy (2)";21768;
2204042;"Pruszcz Gdański (2)";38435;
2204052;"Przywidz (2)";6175;
2204062;"Pszczółki (2)";11325;
2204072;"Suchy Dąb (2)";4258;
2204082;"Trąbki Wielkie (2)";12455;
2205000;"Powiat kartuski";155382;
2205012;"Chmielno (2)";7750;
2205023;"Kartuzy (3)";34301;
2205024;"Kartuzy - miasto (4)";13614;
2205025;"Kartuzy - obszar wiejski (5)";20687;
2205032;"Przodkowo (2)";11652;
2205042;"Sierakowice (2)";21063;
2205052;"Somonino (2)";11335;
2205062;"Stężyca (2)";11499;
2205072;"Sulęczyno (2)";5729;
2205083;"Żukowo (3)";52053;
2205084;"Żukowo - miasto (4)";6724;
2205085;"Żukowo - obszar wiejski (5)";45329;
2206000;"Powiat kościerski";72113;
2206011;"Kościerzyna (1)";23264;
2206022;"Dziemiany (2)";4477;
2206032;"Karsin (2)";6086;
2206042;"Kościerzyna (2)";16012;
2206052;"Liniewo (2)";4461;
2206062;"Lipusz (2)";3742;
2206072;"Nowa Karczma (2)";7348;
2206082;"Stara Kiszewa (2)";6723;
2207000;"Powiat kwidzyński";79612;
2207011;"Kwidzyn (1)";36565;
2207022;"Gardeja (2)";8056;
2207032;"Kwidzyn (2)";11438;
2207043;"Prabuty (3)";12098;
2207044;"Prabuty - miasto (4)";7996;
2207045;"Prabuty - obszar wiejski (5)";4102;
2207052;"Ryjewo (2)";5524;
2207062;"Sadlinki (2)";5931;
2208000;"Powiat lęborski";63448;
2208011;"Lębork (1)";33791;
2208021;"Łeba (1)";3018;
2208032;"Cewice (2)";7475;
2208042;"Nowa Wieś Lęborska (2)";13667;
2208052;"Wicko (2)";5497;
2209000;"Powiat malborski";60351;
2209011;"Malbork (1)";36520;
2209032;"Lichnowy (2)";4215;
2209042;"Malbork (2)";5176;
2209062;"Miłoradz (2)";3202;
2209073;"Nowy Staw (3)";6944;
2209074;"Nowy Staw - miasto (4)";3921;
2209075;"Nowy Staw - obszar wiejski (5)";3023;
2209082;"Stare Pole (2)";4294;
2210000;"Powiat nowodworski";33392;
2210011;"Krynica Morska (1)";1157;
2210023;"Nowy Dwór Gdański (3)";16740;
2210024;"Nowy Dwór Gdański - miasto (4)";9392;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";7348;
2210032;"Ostaszewo (2)";2902;
2210042;"Stegna (2)";9203;
2210052;"Sztutowo (2)";3390;
2211000;"Powiat pucki";92383;
2211011;"Hel (1)";2715;
2211023;"Jastarnia (3)";3431;
2211024;"Jastarnia - miasto (4)";2571;
2211025;"Jastarnia - obszar wiejski (5)";860;
2211031;"Puck (1)";10345;
2211043;"Władysławowo (3)";14092;
2211044;"Władysławowo - miasto (4)";9119;
2211045;"Władysławowo - obszar wiejski (5)";4973;
2211052;"Kosakowo (2)";22305;
2211062;"Krokowa (2)";10556;
2211072;"Puck (2)";28939;
2212000;"Powiat słupski";95888;
2212011;"Ustka (1)";13461;
2212022;"Damnica (2)";5559;
2212032;"Dębnica Kaszubska (2)";8910;
2212042;"Główczyce (2)";8182;
2212053;"Kępice (3)";8026;
2212054;"Kępice - miasto (4)";3220;
2212055;"Kępice - obszar wiejski (5)";4806;
2212062;"Kobylnica (2)";14504;
2212072;"Potęgowo (2)";6409;
2212082;"Redzikowo (2)";19802;
2212092;"Smołdzino (2)";3050;
2212102;"Ustka (2)";7985;
2213000;"Powiat starogardzki";124774;
2213013;"Czarna Woda (3)";2999;
2213014;"Czarna Woda - miasto (4)";2640;
2213015;"Czarna Woda - obszar wiejski (5)";359;
2213021;"Skórcz (1)";3438;
2213031;"Starogard Gdański (1)";44982;
2213042;"Bobowo (2)";3174;
2213052;"Kaliska (2)";5268;
2213062;"Lubichowo (2)";6946;
2213072;"Osieczna (2)";2670;
2213082;"Osiek (2)";2254;
2213093;"Skarszewy (3)";14473;
2213094;"Skarszewy - miasto (4)";6558;
2213095;"Skarszewy - obszar wiejski (5)";7915;
2213102;"Skórcz (2)";4232;
2213112;"Smętowo Graniczne (2)";4773;
2213122;"Starogard Gdański (2)";17298;
2213132;"Zblewo (2)";12267;
2214000;"Powiat tczewski";110511;
2214011;"Tczew (1)";56410;
2214023;"Gniew (3)";14183;
2214024;"Gniew - miasto (4)";6054;
2214025;"Gniew - obszar wiejski (5)";8129;
2214032;"Morzeszczyn (2)";3250;
2214043;"Pelplin (3)";14925;
2214044;"Pelplin - miasto (4)";7079;
2214045;"Pelplin - obszar wiejski (5)";7846;
2214052;"Subkowy (2)";5341;
2214062;"Tczew (2)";16402;
2215000;"Powiat wejherowski";230818;
2215011;"Reda (1)";28888;
2215021;"Rumia (1)";53770;
2215031;"Wejherowo (1)";45520;
2215042;"Choczewo (2)";4864;
2215052;"Gniewino (2)";7447;
2215062;"Linia (2)";6436;
2215072;"Luzino (2)";18235;
2215082;"Łęczyce (2)";11844;
2215092;"Szemud (2)";22133;
2215102;"Wejherowo (2)";31681;
2216000;"Powiat sztumski";37836;
2216013;"Dzierzgoń (3)";8509;
2216014;"Dzierzgoń - miasto (4)";4810;
2216015;"Dzierzgoń - obszar wiejski (5)";3699;
2216022;"Mikołajki Pomorskie (2)";3329;
2216032;"Stary Dzierzgoń (2)";3425;
2216042;"Stary Targ (2)";5829;
2216053;"Sztum (3)";16744;
2216054;"Sztum - miasto (4)";8891;
2216055;"Sztum - obszar wiejski (5)";7853;
2261000;"Powiat m. Gdańsk";488651;
2261011;"Gdańsk (1)";488651;
2262000;"Powiat m. Gdynia";240084;
2262011;"Gdynia (1)";240084;
2263000;"Powiat m. Słupsk";84767;
2263011;"Słupsk (1)";84767;
2264000;"Powiat m. Sopot";31444;
2264011;"Sopot (1)";31444;
2400000;"ŚLĄSKIE";4291441;
2401000;"Powiat będziński";143640;
2401011;"Będzin (1)";53250;
2401021;"Czeladź (1)";29503;
2401031;"Wojkowice (1)";8382;
2401042;"Bobrowniki (2)";12554;
2401052;"Mierzęcice (2)";7995;
2401062;"Psary (2)";12389;
2401073;"Siewierz (3)";12786;
2401074;"Siewierz - miasto (4)";5772;
2401075;"Siewierz - obszar wiejski (5)";7014;
2401081;"Sławków (1)";6781;
2402000;"Powiat bielski";165708;
2402011;"Szczyrk (1)";5200;
2402022;"Bestwina (2)";12250;
2402032;"Buczkowice (2)";11137;
2402043;"Czechowice-Dziedzice (3)";44286;
2402044;"Czechowice-Dziedzice - miasto (4)";34622;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";9664;
2402052;"Jasienica (2)";25285;
2402062;"Jaworze (2)";7419;
2402072;"Kozy (2)";13229;
2402082;"Porąbka (2)";15381;
2402093;"Wilamowice (3)";18292;
2402094;"Wilamowice - miasto (4)";3162;
2402095;"Wilamowice - obszar wiejski (5)";15130;
2402102;"Wilkowice (2)";13229;
2403000;"Powiat cieszyński";173694;
2403011;"Cieszyn (1)";32526;
2403021;"Ustroń (1)";15843;
2403031;"Wisła (1)";10494;
2403042;"Brenna (2)";11687;
2403052;"Chybie (2)";9609;
2403062;"Dębowiec (2)";5788;
2403072;"Goleszów (2)";13062;
2403082;"Hażlach (2)";10737;
2403092;"Istebna (2)";12193;
2403103;"Skoczów (3)";26030;
2403104;"Skoczów - miasto (4)";13203;
2403105;"Skoczów - obszar wiejski (5)";12827;
2403113;"Strumień (3)";13151;
2403114;"Strumień - miasto (4)";3526;
2403115;"Strumień - obszar wiejski (5)";9625;
2403122;"Zebrzydowice (2)";12574;
2404000;"Powiat częstochowski";131042;
2404013;"Blachownia (3)";12336;
2404014;"Blachownia - miasto (4)";8962;
2404015;"Blachownia - obszar wiejski (5)";3374;
2404022;"Dąbrowa Zielona (2)";3606;
2404032;"Janów (2)";5809;
2404042;"Kamienica Polska (2)";5361;
2404052;"Kłomnice (2)";12744;
2404063;"Koniecpol (3)";8528;
2404064;"Koniecpol - miasto (4)";5272;
2404065;"Koniecpol - obszar wiejski (5)";3256;
2404072;"Konopiska (2)";10870;
2404082;"Kruszyna (2)";4649;
2404092;"Lelów (2)";4447;
2404102;"Mstów (2)";10815;
2404112;"Mykanów (2)";15444;
2404123;"Olsztyn (3)";8240;
2404124;"Olsztyn - miasto (4)";2476;
2404125;"Olsztyn - obszar wiejski (5)";5764;
2404132;"Poczesna (2)";12340;
2404143;"Przyrów (3)";3500;
2404144;"Przyrów - miasto (4)";1083;
2404145;"Przyrów - obszar wiejski (5)";2417;
2404152;"Rędziny (2)";9430;
2404162;"Starcza (2)";2923;
2405000;"Powiat gliwicki";112952;
2405011;"Knurów (1)";35298;
2405021;"Pyskowice (1)";17224;
2405032;"Gierałtowice (2)";12726;
2405042;"Pilchowice (2)";12832;
2405052;"Rudziniec (2)";10802;
2405063;"Sośnicowice (3)";9098;
2405064;"Sośnicowice - miasto (4)";1965;
2405065;"Sośnicowice - obszar wiejski (5)";7133;
2405073;"Toszek (3)";9219;
2405074;"Toszek - miasto (4)";3469;
2405075;"Toszek - obszar wiejski (5)";5750;
2405082;"Wielowieś (2)";5753;
2406000;"Powiat kłobucki";81495;
2406013;"Kłobuck (3)";19513;
2406014;"Kłobuck - miasto (4)";12135;
2406015;"Kłobuck - obszar wiejski (5)";7378;
2406023;"Krzepice (3)";8461;
2406024;"Krzepice - miasto (4)";4083;
2406025;"Krzepice - obszar wiejski (5)";4378;
2406032;"Lipie (2)";5902;
2406042;"Miedźno (2)";7401;
2406052;"Opatów (2)";6588;
2406062;"Panki (2)";4778;
2406072;"Popów (2)";5644;
2406082;"Przystajń (2)";5685;
2406092;"Wręczyca Wielka (2)";17523;
2407000;"Powiat lubliniecki";74419;
2407011;"Lubliniec (1)";23171;
2407022;"Boronów (2)";3342;
2407032;"Ciasna (2)";7143;
2407042;"Herby (2)";6338;
2407052;"Kochanowice (2)";6942;
2407062;"Koszęcin (2)";11776;
2407072;"Pawonków (2)";6436;
2407083;"Woźniki (3)";9271;
2407084;"Woźniki - miasto (4)";4081;
2407085;"Woźniki - obszar wiejski (5)";5190;
2408000;"Powiat mikołowski";100019;
2408011;"Łaziska Górne (1)";20981;
2408021;"Mikołów (1)";41532;
2408031;"Orzesze (1)";22160;
2408042;"Ornontowice (2)";6186;
2408052;"Wyry (2)";9160;
2409000;"Powiat myszkowski";67049;
2409011;"Myszków (1)";29006;
2409023;"Koziegłowy (3)";14063;
2409024;"Koziegłowy - miasto (4)";2369;
2409025;"Koziegłowy - obszar wiejski (5)";11694;
2409032;"Niegowa (2)";5343;
2409042;"Poraj (2)";10509;
2409053;"Żarki (3)";8128;
2409054;"Żarki - miasto (4)";4306;
2409055;"Żarki - obszar wiejski (5)";3822;
2410000;"Powiat pszczyński";110722;
2410012;"Goczałkowice-Zdrój (2)";6662;
2410022;"Kobiór (2)";5095;
2410032;"Miedźna (2)";16057;
2410042;"Pawłowice (2)";17514;
2410053;"Pszczyna (3)";52566;
2410054;"Pszczyna - miasto (4)";24729;
2410055;"Pszczyna - obszar wiejski (5)";27837;
2410062;"Suszec (2)";12828;
2411000;"Powiat raciborski";98665;
2411011;"Racibórz (1)";49150;
2411022;"Kornowac (2)";5193;
2411033;"Krzanowice (3)";5218;
2411034;"Krzanowice - miasto (4)";1958;
2411035;"Krzanowice - obszar wiejski (5)";3260;
2411042;"Krzyżanowice (2)";10643;
2411053;"Kuźnia Raciborska (3)";10518;
2411054;"Kuźnia Raciborska - miasto (4)";4572;
2411055;"Kuźnia Raciborska - obszar wiejski (5)";5946;
2411062;"Nędza (2)";6651;
2411072;"Pietrowice Wielkie (2)";6505;
2411082;"Rudnik (2)";4787;
2412000;"Powiat rybnicki";76250;
2412013;"Czerwionka-Leszczyny (3)";39787;
2412014;"Czerwionka-Leszczyny - miasto (4)";26245;
2412015;"Czerwionka-Leszczyny - obszar wiejski (5)";13542;
2412022;"Gaszowice (2)";9882;
2412032;"Jejkowice (2)";4193;
2412042;"Lyski (2)";9764;
2412052;"Świerklany (2)";12624;
2413000;"Powiat tarnogórski";138856;
2413011;"Kalety (1)";8094;
2413021;"Miasteczko Śląskie (1)";6901;
2413031;"Radzionków (1)";15989;
2413041;"Tarnowskie Góry (1)";61210;
2413052;"Krupski Młyn (2)";2969;
2413062;"Ożarowice (2)";5926;
2413072;"Świerklaniec (2)";13193;
2413082;"Tworóg (2)";8165;
2413092;"Zbrosławice (2)";16409;
2414000;"Powiat bieruńsko-lędziński";59400;
2414011;"Bieruń (1)";18738;
2414021;"Imielin (1)";9430;
2414031;"Lędziny (1)";16269;
2414042;"Bojszowy (2)";8646;
2414052;"Chełm Śląski (2)";6317;
2415000;"Powiat wodzisławski";149463;
2415011;"Pszów (1)";12892;
2415021;"Radlin (1)";16730;
2415031;"Rydułtowy (1)";20017;
2415041;"Wodzisław Śląski (1)";44460;
2415052;"Godów (2)";13689;
2415062;"Gorzyce (2)";21133;
2415072;"Lubomia (2)";7587;
2415082;"Marklowice (2)";5304;
2415092;"Mszana (2)";7651;
2416000;"Powiat zawierciański";110383;
2416011;"Poręba (1)";8012;
2416021;"Zawiercie (1)";45564;
2416032;"Irządze (2)";2483;
2416042;"Kroczyce (2)";6003;
2416053;"Łazy (3)";15521;
2416054;"Łazy - miasto (4)";6290;
2416055;"Łazy - obszar wiejski (5)";9231;
2416063;"Ogrodzieniec (3)";8625;
2416064;"Ogrodzieniec - miasto (4)";3911;
2416065;"Ogrodzieniec - obszar wiejski (5)";4714;
2416073;"Pilica (3)";7936;
2416074;"Pilica - miasto (4)";1738;
2416075;"Pilica - obszar wiejski (5)";6198;
2416083;"Szczekociny (3)";6747;
2416084;"Szczekociny - miasto (4)";3292;
2416085;"Szczekociny - obszar wiejski (5)";3455;
2416093;"Włodowice (3)";5108;
2416094;"Włodowice - miasto (4)";1155;
2416095;"Włodowice - obszar wiejski (5)";3953;
2416102;"Żarnowiec (2)";4384;
2417000;"Powiat żywiecki";148090;
2417011;"Żywiec (1)";29419;
2417022;"Czernichów (2)";6279;
2417032;"Gilowice (2)";6288;
2417042;"Jeleśnia (2)";12509;
2417052;"Koszarawa (2)";2206;
2417062;"Lipowa (2)";10959;
2417072;"Łękawica (2)";4530;
2417082;"Łodygowice (2)";15424;
2417092;"Milówka (2)";9667;
2417102;"Radziechowy-Wieprz (2)";12878;
2417112;"Rajcza (2)";8230;
2417122;"Ślemień (2)";3494;
2417132;"Świnna (2)";7819;
2417142;"Ujsoły (2)";4113;
2417152;"Węgierska Górka (2)";14275;
2461000;"Powiat m. Bielsko-Biała";164318;
2461011;"Bielsko-Biała (1)";164318;
2462000;"Powiat m. Bytom";146290;
2462011;"Bytom (1)";146290;
2463000;"Powiat m. Chorzów";99420;
2463011;"Chorzów (1)";99420;
2464000;"Powiat m. Częstochowa";203615;
2464011;"Częstochowa (1)";203615;
2465000;"Powiat m. Dąbrowa Górnicza";112408;
2465011;"Dąbrowa Górnicza (1)";112408;
2466000;"Powiat m. Gliwice";168248;
2466011;"Gliwice (1)";168248;
2467000;"Powiat m. Jastrzębie-Zdrój";81338;
2467011;"Jastrzębie-Zdrój (1)";81338;
2468000;"Powiat m. Jaworzno";86075;
2468011;"Jaworzno (1)";86075;
2469000;"Powiat m. Katowice";278885;
2469011;"Katowice (1)";278885;
2470000;"Powiat m. Mysłowice";70741;
2470011;"Mysłowice (1)";70741;
2471000;"Powiat m. Piekary Śląskie";51373;
2471011;"Piekary Śląskie (1)";51373;
2472000;"Powiat m. Ruda Śląska";128793;
2472011;"Ruda Śląska (1)";128793;
2473000;"Powiat m. Rybnik";129817;
2473011;"Rybnik (1)";129817;
2474000;"Powiat m. Siemianowice Śląskie";62817;
2474011;"Siemianowice Śląskie (1)";62817;
2475000;"Powiat m. Sosnowiec";184988;
2475011;"Sosnowiec (1)";184988;
2476000;"Powiat m. Świętochłowice";45021;
2476011;"Świętochłowice (1)";45021;
2477000;"Powiat m. Tychy";121063;
2477011;"Tychy (1)";121063;
2478000;"Powiat m. Zabrze";152461;
2478011;"Zabrze (1)";152461;
2479000;"Powiat m. Żory";61923;
2479011;"Żory (1)";61923;
2600000;"ŚWIĘTOKRZYSKIE";1157991;
2601000;"Powiat buski";67157;
2601013;"Busko-Zdrój (3)";30321;
2601014;"Busko-Zdrój - miasto (4)";14079;
2601015;"Busko-Zdrój - obszar wiejski (5)";16242;
2601022;"Gnojno (2)";4194;
2601033;"Nowy Korczyn (3)";5374;
2601034;"Nowy Korczyn - miasto (4)";882;
2601035;"Nowy Korczyn - obszar wiejski (5)";4492;
2601043;"Pacanów (3)";6795;
2601044;"Pacanów - miasto (4)";1024;
2601045;"Pacanów - obszar wiejski (5)";5771;
2601052;"Solec-Zdrój (2)";4840;
2601063;"Stopnica (3)";6995;
2601064;"Stopnica - miasto (4)";1101;
2601065;"Stopnica - obszar wiejski (5)";5894;
2601072;"Tuczępy (2)";3568;
2601083;"Wiślica (3)";5070;
2601084;"Wiślica - miasto (4)";442;
2601085;"Wiślica - obszar wiejski (5)";4628;
2602000;"Powiat jędrzejowski";80365;
2602012;"Imielno (2)";4112;
2602023;"Jędrzejów (3)";26246;
2602024;"Jędrzejów - miasto (4)";13849;
2602025;"Jędrzejów - obszar wiejski (5)";12397;
2602033;"Małogoszcz (3)";10954;
2602034;"Małogoszcz - miasto (4)";3297;
2602035;"Małogoszcz - obszar wiejski (5)";7657;
2602042;"Nagłowice (2)";4624;
2602052;"Oksa (2)";4351;
2602063;"Sędziszów (3)";11649;
2602064;"Sędziszów - miasto (4)";6065;
2602065;"Sędziszów - obszar wiejski (5)";5584;
2602072;"Słupia (2)";3852;
2602082;"Sobków (2)";8301;
2602093;"Wodzisław (3)";6276;
2602094;"Wodzisław - miasto (4)";923;
2602095;"Wodzisław - obszar wiejski (5)";5353;
2603000;"Powiat kazimierski";31373;
2603012;"Bejsce (2)";3823;
2603022;"Czarnocin (2)";3552;
2603033;"Kazimierza Wielka (3)";15067;
2603034;"Kazimierza Wielka - miasto (4)";4951;
2603035;"Kazimierza Wielka - obszar wiejski (5)";10116;
2603043;"Opatowiec (3)";2896;
2603044;"Opatowiec - miasto (4)";305;
2603045;"Opatowiec - obszar wiejski (5)";2591;
2603053;"Skalbmierz (3)";6035;
2603054;"Skalbmierz - miasto (4)";1177;
2603055;"Skalbmierz - obszar wiejski (5)";4858;
2604000;"Powiat kielecki";211645;
2604012;"Bieliny (2)";9927;
2604023;"Bodzentyn (3)";10869;
2604024;"Bodzentyn - miasto (4)";2076;
2604025;"Bodzentyn - obszar wiejski (5)";8793;
2604033;"Chęciny (3)";14735;
2604034;"Chęciny - miasto (4)";4303;
2604035;"Chęciny - obszar wiejski (5)";10432;
2604043;"Chmielnik (3)";10643;
2604044;"Chmielnik - miasto (4)";3364;
2604045;"Chmielnik - obszar wiejski (5)";7279;
2604053;"Daleszyce (3)";16302;
2604054;"Daleszyce - miasto (4)";2738;
2604055;"Daleszyce - obszar wiejski (5)";13564;
2604062;"Górno (2)";15234;
2604073;"Łagów (3)";6511;
2604074;"Łagów - miasto (4)";1519;
2604075;"Łagów - obszar wiejski (5)";4992;
2604083;"Łopuszno (3)";8693;
2604084;"Łopuszno - miasto (4)";1419;
2604085;"Łopuszno - obszar wiejski (5)";7274;
2604092;"Masłów (2)";12010;
2604102;"Miedziana Góra (2)";12628;
2604112;"Mniów (2)";9036;
2604123;"Morawica (3)";18136;
2604124;"Morawica - miasto (4)";1737;
2604125;"Morawica - obszar wiejski (5)";16399;
2604133;"Nowa Słupia (3)";8725;
2604134;"Nowa Słupia - miasto (4)";1287;
2604135;"Nowa Słupia - obszar wiejski (5)";7438;
2604143;"Piekoszów (3)";16883;
2604144;"Piekoszów - miasto (4)";2978;
2604145;"Piekoszów - obszar wiejski (5)";13905;
2604153;"Pierzchnica (3)";4631;
2604154;"Pierzchnica - miasto (4)";1213;
2604155;"Pierzchnica - obszar wiejski (5)";3418;
2604162;"Raków (2)";5212;
2604172;"Nowiny (2)";8132;
2604182;"Strawczyn (2)";11275;
2604192;"Zagnańsk (2)";12063;
2605000;"Powiat konecki";72810;
2605012;"Fałków (2)";3886;
2605023;"Gowarczów (3)";4349;
2605024;"Gowarczów - miasto (4)";1304;
2605025;"Gowarczów - obszar wiejski (5)";3045;
2605033;"Końskie (3)";32117;
2605034;"Końskie - miasto (4)";17145;
2605035;"Końskie - obszar wiejski (5)";14972;
2605043;"Radoszyce (3)";8029;
2605044;"Radoszyce - miasto (4)";2769;
2605045;"Radoszyce - obszar wiejski (5)";5260;
2605052;"Ruda Maleniecka (2)";2825;
2605062;"Słupia Konecka (2)";2924;
2605072;"Smyków (2)";3665;
2605083;"Stąporków (3)";15015;
2605084;"Stąporków - miasto (4)";5014;
2605085;"Stąporków - obszar wiejski (5)";10001;
2606000;"Powiat opatowski";47876;
2606012;"Baćkowice (2)";4496;
2606023;"Iwaniska (3)";6041;
2606024;"Iwaniska - miasto (4)";1197;
2606025;"Iwaniska - obszar wiejski (5)";4844;
2606032;"Lipnik (2)";4763;
2606043;"Opatów (3)";10579;
2606044;"Opatów - miasto (4)";5835;
2606045;"Opatów - obszar wiejski (5)";4744;
2606053;"Ożarów (3)";9964;
2606054;"Ożarów - miasto (4)";4137;
2606055;"Ożarów - obszar wiejski (5)";5827;
2606062;"Sadowie (2)";3745;
2606072;"Tarłów (2)";4554;
2606082;"Wojciechowice (2)";3734;
2607000;"Powiat ostrowiecki";98766;
2607011;"Ostrowiec Świętokrzyski (1)";61188;
2607022;"Bałtów (2)";3074;
2607032;"Bodzechów (2)";12538;
2607043;"Ćmielów (3)";6652;
2607044;"Ćmielów - miasto (4)";2762;
2607045;"Ćmielów - obszar wiejski (5)";3890;
2607053;"Kunów (3)";9064;
2607054;"Kunów - miasto (4)";2686;
2607055;"Kunów - obszar wiejski (5)";6378;
2607062;"Waśniów (2)";6250;
2608000;"Powiat pińczowski";36283;
